Date,Open,High,Low,Close,Adj Close,Volume
2016-10-11,57.889999,58.020000,56.320000,57.220001,52.223534,125221100
2016-10-18,57.529999,61.000000,56.660000,61.000000,55.673466,225582700
2016-10-25,60.849998,61.369999,59.580002,59.919998,54.687778,153538100
2016-11-01,59.970001,60.520000,58.520000,60.419998,55.144115,128642200
2016-11-08,60.549999,60.779999,57.279999,58.119999,53.044949,210486500
2016-11-15,58.330002,61.139999,58.320000,60.860001,55.545689,142708200
2016-11-22,60.980000,61.259998,60.130001,60.610001,55.691223,74197800
2016-11-29,60.650002,61.410000,58.799999,60.220001,55.332874,140632600
2016-12-06,60.430000,62.299999,59.799999,62.169998,57.124622,119484300
2016-12-13,62.500000,63.770000,62.119999,63.619999,58.456947,170532800
2016-12-20,63.689999,64.099998,62.799999,63.240002,58.107788,77705100
2016-12-27,63.209999,64.070000,62.029999,62.139999,57.097057,62247000
2017-01-03,62.790001,63.150002,62.029999,62.639999,57.556473,107215700
2017-01-10,62.730000,63.400002,61.950001,62.700001,57.611614,80500800
2017-01-17,62.680000,63.119999,62.029999,62.959999,57.850513,112096900
2017-01-24,63.200001,65.910004,62.939999,65.129997,59.844402,168369600
2017-01-31,64.860001,65.150002,62.750000,63.639999,58.475327,160867200
2017-02-07,63.740002,64.860001,63.220001,64.720001,59.467682,102108800
2017-02-14,64.410004,65.239998,64.019997,64.620003,59.375793,81908700
2017-02-21,64.610001,64.949997,64.050003,64.230003,59.375240,97890000
2017-02-28,64.080002,64.989998,63.619999,64.269997,59.412212,111603100
2017-03-07,64.190002,65.260002,64.190002,64.709999,59.818951,99516900
2017-03-14,64.529999,65.239998,64.150002,64.930000,60.022320,123606100
2017-03-21,65.190002,65.500000,64.120003,65.099998,60.179478,107821500
2017-03-28,64.959999,66.190002,64.650002,65.550003,60.595486,90262800
2017-04-04,65.389999,66.349998,65.279999,65.529999,60.576973,84610700
2017-04-11,65.599998,65.860001,64.849998,65.480003,60.530758,70485800
2017-04-18,65.330002,67.660004,64.889999,67.529999,62.425808,126740500
2017-04-25,67.900002,69.550003,67.580002,69.410004,64.163719,162907700
2017-05-02,69.709999,69.709999,68.419998,68.940002,63.729233,112278400
2017-05-09,68.860001,69.559998,67.570000,68.430000,63.257782,119870000
2017-05-16,68.230003,69.440002,67.139999,68.449997,63.276268,133904800
2017-05-23,68.720001,70.220001,68.379997,69.959999,65.042839,71701700
2017-05-30,69.790001,72.889999,69.449997,72.279999,67.199753,137199900
2017-06-06,72.300003,72.769997,68.129997,69.779999,64.875496,175350300
2017-06-13,70.019997,71.099998,68.800003,70.870003,65.888893,148981400
2017-06-20,70.820000,71.709999,69.709999,70.529999,65.572769,111593300
2017-06-27,70.110001,70.180000,68.019997,68.169998,63.378651,120266600
2017-07-04,68.260002,70.250000,68.120003,69.980003,65.061432,74186700
2017-07-11,70.000000,73.449997,69.750000,73.349998,68.194557,103152700
2017-07-18,73.089996,74.300003,72.660004,73.599998,68.427017,159324400
2017-07-25,73.800003,74.419998,72.320000,72.699997,67.590256,117021900
2017-08-01,73.099998,73.419998,71.440002,72.400002,67.311356,108130600
2017-08-08,72.089996,73.720001,71.279999,73.589996,68.417702,110532800
2017-08-15,73.589996,74.099998,71.699997,72.150002,67.078896,96805600
2017-08-22,72.349998,73.349998,72.070000,72.830002,68.071884,72572500
2017-08-29,72.250000,74.959999,72.050003,73.940002,69.109367,77765200
2017-09-05,73.339996,74.940002,72.980003,74.760002,69.875778,88177200
2017-09-12,74.760002,75.970001,74.070000,75.160004,70.249657,105395000
2017-09-19,75.209999,75.709999,72.919998,73.260002,68.473785,95127900
2017-09-26,73.669998,75.010002,72.989998,74.610001,69.735580,80852400
2017-10-03,74.669998,76.550003,73.709999,76.290001,71.305817,72049700
2017-10-10,76.330002,77.870003,75.949997,77.650002,72.576988,73925700
2017-10-17,77.470001,79.339996,77.250000,78.830002,73.679878,88711100
2017-10-24,78.900002,86.199997,78.010002,83.889999,78.409286,172872100
2017-10-31,84.360001,84.699997,82.879997,84.470001,78.951401,110881300
2017-11-07,84.769997,84.900002,82.900002,83.930000,78.446693,90747000
2017-11-14,83.500000,84.099998,82.239998,82.529999,77.138145,97541200
2017-11-21,82.739998,83.980003,82.739998,83.870003,78.784302,67481400
2017-11-28,84.070000,85.059998,80.699997,81.080002,76.163460,150988700
2017-12-05,81.339996,85.370003,80.980003,85.230003,80.061829,122845900
2017-12-12,85.309998,87.500000,84.529999,86.379997,81.142090,141513300
2017-12-19,86.349998,86.349998,84.709999,85.510002,80.324860,79336200
2017-12-26,85.309998,86.050003,85.029999,85.540001,80.353043,53880900
2018-01-02,86.129997,88.580002,85.500000,88.279999,82.926880,115977300
2018-01-09,88.650002,89.779999,87.239998,89.599998,84.166832,80216900
2018-01-16,90.099998,91.620003,88.010002,91.610001,86.054955,146857200
2018-01-23,91.900002,95.449997,91.540001,93.919998,88.224876,143815600
2018-01-30,93.300003,96.070000,88.000000,88.000000,82.663841,233518600
2018-02-06,86.889999,91.769997,83.830002,89.129997,83.725334,263954300
2018-02-13,88.930000,93.500000,87.800003,92.000000,86.421310,119789400
2018-02-20,91.480003,95.449997,91.010002,95.419998,90.054977,138756000
2018-02-27,95.739998,95.839996,90.860001,93.639999,88.375061,150904000
2018-03-06,94.339996,97.209999,92.430000,96.769997,91.329086,137790700
2018-03-13,97.000000,97.239998,92.110001,92.889999,87.667236,177556200
2018-03-20,93.050003,94.050003,87.080002,93.779999,88.507172,186602700
2018-03-27,94.940002,95.139999,87.510002,88.519997,83.542931,203453000
2018-04-03,89.580002,93.169998,87.730003,90.769997,85.666428,172105600
2018-04-10,92.389999,94.660004,91.480003,94.169998,88.875252,122077200
2018-04-17,95.000000,97.070000,94.050003,95.349998,89.988907,124853000
2018-04-24,96.239998,97.900002,90.279999,93.519997,88.261795,200579500
2018-05-01,93.209999,96.709999,92.449997,96.220001,90.810005,136795700
2018-05-08,95.849998,98.690002,95.050003,98.029999,92.518219,109432500
2018-05-15,97.239998,98.010002,95.830002,97.599998,92.112404,96513700
2018-05-22,97.680000,98.980003,96.320000,98.360001,93.232025,81705600
2018-05-29,97.839996,101.860001,97.230003,101.669998,96.369476,140907600
2018-06-05,102.000000,102.690002,100.379997,101.050003,95.781799,118525500
2018-06-12,101.099998,102.029999,99.419998,100.860001,95.601700,162834500
2018-06-19,99.650002,102.519997,97.300003,98.389999,93.260468,152388500
2018-06-26,98.820000,100.080002,97.260002,100.010002,94.796021,132464000
2018-07-03,100.480003,102.250000,98.940002,101.849998,96.540085,71094300
2018-07-10,102.000000,105.820000,101.099998,104.910004,99.440552,109695700
2018-07-17,104.610001,108.199997,103.889999,107.970001,102.341019,181278200
2018-07-24,108.570000,111.150002,104.760002,105.370003,99.876579,160064400
2018-07-31,106.489998,108.419998,104.839996,108.129997,102.492676,116313700
2018-08-07,108.559998,110.160004,108.099998,108.209999,102.568497,81901100
2018-08-14,108.559998,109.750000,106.480003,106.870003,101.298363,104131100
2018-08-21,106.919998,109.639999,105.779999,109.599998,104.285835,95946500
2018-08-28,109.940002,112.779999,109.790001,112.330002,106.883453,85990900
2018-09-04,110.849998,111.959999,107.230003,109.379997,104.076492,122211100
2018-09-11,108.900002,113.730003,108.889999,112.139999,106.702660,109107300
2018-09-18,112.190002,115.290001,111.040001,114.669998,109.110001,166178000
2018-09-25,114.800003,115.680000,113.680000,115.610001,110.004425,101642200
2018-10-02,115.300003,116.180000,109.339996,110.849998,105.475220,130966400
2018-10-09,111.139999,113.080002,104.199997,107.599998,102.382813,231289400
2018-10-16,109.540001,111.809998,107.830002,109.629997,104.314362,149995700
2018-10-23,107.769997,109.269997,101.589996,103.849998,98.814621,280000100
2018-10-30,103.660004,108.139999,100.110001,107.510002,102.297157,215399800
2018-11-06,107.379997,112.239998,106.099998,106.870003,101.688194,153547000
2018-11-13,107.550003,108.879997,103.550003,104.620003,99.547279,191650900
2018-11-20,101.800003,106.629997,99.349998,106.470001,101.745247,138342400
2018-11-27,106.269997,113.419998,105.360001,112.089996,107.115837,172434600
2018-12-04,111.940002,112.639999,103.889999,107.589996,102.815544,180150800
2018-12-11,109.800003,111.269997,101.709999,102.889999,98.324097,213898700
2018-12-18,103.750000,106.879997,93.980003,94.129997,89.952850,343028900
2018-12-25,95.139999,102.410004,93.959999,101.570000,97.062698,172503400
2019-01-01,99.550003,103.269997,97.199997,102.059998,97.530952,157625100
2019-01-08,103.040001,104.879997,101.260002,102.050003,97.521393,150614100
2019-01-15,102.510002,107.900002,101.879997,107.709999,102.930222,127262100
2019-01-22,106.750000,107.879997,104.660004,105.080002,100.416939,142112700
2019-01-29,104.879997,106.379997,102.169998,105.739998,101.047630,203449600
2019-02-05,106.059998,107.269997,104.260002,105.250000,100.579399,118071100
2019-02-12,106.139999,108.300003,105.480003,108.220001,103.417595,91843100
2019-02-19,107.790001,112.180000,106.290001,111.589996,106.638023,120223200
2019-02-26,111.260002,113.250000,110.800003,112.260002,107.736458,122216900
2019-03-05,112.250000,112.949997,108.800003,112.830002,108.283485,111874300
2019-03-12,112.820000,117.610001,112.650002,117.570000,112.832489,178298600
2019-03-19,118.089996,120.820000,116.320000,117.660004,112.918869,156248000
2019-03-26,118.620003,119.110001,115.519997,119.019997,114.224060,115354800
2019-04-02,119.059998,120.430000,118.379997,119.930000,115.097412,92058200
2019-04-09,118.629997,121.580002,118.580002,121.050003,116.172272,83836000
2019-04-16,121.639999,124.000000,120.099998,123.760002,118.773071,77012400
2019-04-23,124.099998,131.369995,123.830002,129.770004,124.540894,133295500
2019-04-30,129.809998,130.699997,125.519997,128.149994,122.986160,127489300
2019-05-07,126.459999,127.930000,123.040001,123.349998,118.379601,156532500
2019-05-14,123.870003,130.460007,123.699997,126.220001,121.133934,129578600
2019-05-21,127.430000,128.240005,124.739998,126.239998,121.601593,68417000
2019-05-28,126.980003,128.000000,119.010002,119.839996,115.436737,127351500
2019-06-04,121.279999,134.080002,120.650002,132.600006,127.727898,136130400
2019-06-11,133.880005,134.240005,130.710007,132.850006,127.968742,90546500
2019-06-18,134.190002,138.399994,133.570007,137.779999,132.717606,140078200
2019-06-25,137.250000,137.589996,132.729996,135.679993,130.694763,126199100
2019-07-02,136.119995,137.740005,135.339996,136.960007,131.927734,63787900
2019-07-09,136.000000,139.539993,135.800003,138.899994,133.796448,102073700
2019-07-16,138.960007,140.669998,134.669998,138.429993,133.343689,147386200
2019-07-23,139.759995,141.679993,138.029999,141.029999,135.848160,92773300
2019-07-30,140.139999,141.220001,130.779999,132.210007,127.352257,169544000
2019-08-06,133.800003,139.380005,131.830002,135.789993,130.800674,137558700
2019-08-13,136.050003,138.800003,132.250000,138.410004,133.324463,134561100
2019-08-20,138.210007,139.490005,132.800003,135.449997,130.907639,113659300
2019-08-27,136.389999,139.179993,133.550003,137.860001,133.236847,84604200
2019-09-03,136.610001,140.380005,135.699997,137.520004,132.908264,109565400
2019-09-10,136.800003,138.419998,134.509995,136.330002,131.758148,120734000
2019-09-17,136.960007,142.369995,136.429993,139.139999,134.473938,133875000
2019-09-24,140.360001,140.690002,136.029999,139.029999,134.367615,108370400
2019-10-01,139.660004,140.250000,133.220001,137.119995,132.521637,114322600
2019-10-08,137.080002,141.029999,135.619995,139.550003,134.870178,101705300
2019-10-15,140.059998,141.789993,136.559998,138.429993,133.787735,114259600
2019-10-22,138.970001,145.669998,135.610001,144.190002,139.354584,155544700
2019-10-29,144.080002,145.000000,142.649994,144.550003,139.702484,113731600
2019-11-05,144.970001,146.419998,143.199997,146.110001,141.210190,83708000
2019-11-12,146.279999,150.550003,146.059998,150.339996,145.298340,100310300
2019-11-19,150.880005,151.350006,148.460007,151.229996,146.158478,106531300
2019-11-26,151.360001,152.500000,148.320007,149.550003,145.026596,79200200
2019-12-03,147.490005,152.210007,146.649994,151.360001,146.781876,92600700
2019-12-10,151.289993,155.899994,150.330002,155.529999,150.825760,107934400
2019-12-17,155.449997,158.490005,153.750000,157.410004,152.648880,145709400
2019-12-24,157.479996,159.550003,156.729996,157.589996,152.823425,58271000
2019-12-31,156.770004,160.729996,156.449997,159.029999,154.219910,82921400
2020-01-07,159.320007,163.309998,157.320007,163.279999,158.341370,113118000
2020-01-14,163.389999,167.470001,161.720001,167.100006,162.045822,103132400
2020-01-21,166.679993,168.190002,160.199997,162.279999,157.371613,130333000
2020-01-28,163.779999,174.500000,163.070007,174.380005,169.105606,177501600
2020-02-04,177.139999,188.839996,176.309998,188.699997,182.992477,172744400
2020-02-11,190.649994,190.699997,181.850006,185.350006,179.743820,158668100
2020-02-18,185.610001,188.179993,163.229996,170.889999,165.721161,211535800
2020-02-25,174.199997,174.839996,152.000000,172.789993,168.021408,385497800
2020-03-03,173.800003,175.000000,150.000000,150.619995,146.463226,312549100
2020-03-10,158.160004,161.910004,135.000000,135.419998,131.682709,395585700
2020-03-17,140.000000,150.149994,132.520004,135.979996,132.227264,412417100
2020-03-24,143.750000,160.600006,141.270004,160.229996,155.808014,343185600
2020-03-31,159.399994,166.500000,150.360001,165.270004,160.708908,293882800
2020-04-07,169.589996,170.000000,162.300003,165.509995,160.942291,204377600
2020-04-14,169.000000,180.000000,168.000000,175.059998,170.228745,233729900
2020-04-21,173.500000,176.899994,166.110001,174.050003,169.246613,191086700
2020-04-28,175.589996,180.399994,169.389999,178.839996,173.904388,209298600
2020-05-05,180.619995,187.509995,179.899994,186.740005,181.586411,159065000
2020-05-12,186.800003,187.059998,175.679993,184.910004,179.806900,200498500
2020-05-19,185.029999,186.669998,182.539993,183.509995,178.445557,108006800
2020-05-26,186.339996,186.500000,176.600006,182.830002,178.279480,174153700
